Expected,Predicted,Content
DEFAULT,REQUEST,please is there a problem with your system i have not been getting alerts i need to know my balance
DEFAULT,REQUEST,thank you for the call please kindly look through the money might be small but is someone's hardworking too thank u
DEFAULT,REQUEST,please i need a sort code for my account that works for all branches
DEFAULT,MISCEALLANEOUS,hi do you have a code i can use to recharge airtime directly from my account regards
DEFAULT,REQUEST,i need my atm asap how quickly can i get it
DEFAULT,COMPLAINT,i thought you people said my money has been reversed where is it na please reverse it na so we move on with our lives
DEFAULT,REQUEST,can u send me dm please how
DEFAULT,REQUEST,i just opened an account
DEFAULT,COMPLAINT,was there and it seems they don't know or have the card
DEFAULT,COMPLIMENT,thanks
DEFAULT,REQUEST,hi access cdm please and reply back thanks
DEFAULT,REQUEST,how do i sign up for the access bank mobile app
DEFAULT,REQUEST,why can't i dm u i need ur help
DEFAULT,REQUEST,can i pay in naira and fund the usd purse
DEFAULT,COMPLIMENT,thanks a lot
DEFAULT,COMPLAINT,what is your gbp:ngn rate today using an access bank debit card
DEFAULT,REQUEST,my mobile banking app keeps giving me the error message customer profile blocked help
DEFAULT,REQUEST,hey i need to send you a dm thanks
DEFAULT,REQUEST,please i need my full account number and how to link with bvn and get it active again it's been long i opened it
DEFAULT,COMPLAINT,it's just unnerving
DEFAULT,REQUEST,pls i need code to check my balance
DEFAULT,MISCEALLANEOUS,i think it's too early in the day for this what exactly is your bank's challenge
DEFAULT,REQUEST,how do i top the card
DEFAULT,COMPLAINT,is that an auto response
DEFAULT,MISCEALLANEOUS,sorry is that information for me
DEFAULT,REQUEST,please call back i was driving when u called now am calling and have been on hold for close to mins
DEFAULT,COMPLAINT,i wanna access dis package of your mobile banking so how do i go about it
DEFAULT,COMPLIMENT,thanks i'm waiting
DEFAULT,MISCEALLANEOUS,good morning done as requested
DEFAULT,COMPLAINT,dear sir re: access bank account adebowale ogunranti on monday october cont
DEFAULT,COMPLAINT,dear sir re: access bank account adebowale ogunranti on monday october cont
DEFAULT,REQUEST,please how much is the exchange rate for international card transactions using ur card online
DEFAULT,REQUEST,i have just sent you a dm kindly respond by replying
DEFAULT,COMPLAINT,hello is it true that the new cbn directive allows nigerians in diaspora to use accounts without bvn till december
DEFAULT,COMPLAINT,why was the account blocked without her complaining about any fraudulent activity on it calling a working class at night
DEFAULT,REQUEST,thats why i forward it to you
DEFAULT,COMPLAINT,ok i can't get my visa card to work on google site to pay for app
DEFAULT,MISCEALLANEOUS,cries in poverty look at my mate and you can't give me my common $ let me per day
DEFAULT,REQUEST,pls confirm if this is the authentic access twitter handle
DEFAULT,MISCEALLANEOUS,hello
DEFAULT,COMPLAINT,y'all don't reply dms no more
DEFAULT,COMPLAINT,free my money free my money
DEFAULT,COMPLAINT,free my money now that the naira is consolidating against the dollar
DEFAULT,MISCEALLANEOUS,so decided to seize my small funds in naira for over a week now for no exact reasons
DEFAULT,COMPLAINT,y'all don't reply dms no more
DEFAULT,COMPLAINT,free my money free my money
DEFAULT,COMPLAINT,apparently it might be because i was withdrawing the max amount of dollars you could get every month with a naira account
DEFAULT,COMPLAINT,free my money now that the naira is consolidating against the dollar
DEFAULT,MISCEALLANEOUS,so decided to seize my small funds in naira for over a week now for no exact reasons
DEFAULT,REQUEST,reply me don't be acting crazy fam
DEFAULT,COMPLAINT,its shows that the service is currently disabled
DEFAULT,COMPLAINT,i was unable to register my account it keep asking for username and password which i haven't created before
DEFAULT,REQUEST,dear and do i need to care about my debit cards do i need to change it
DEFAULT,REQUEST,please check with your super efficient employee raj prajapati and ayush morarka
DEFAULT,REQUEST,hi could you please elaborate your concerns via dm
DEFAULT,REQUEST,i dont have any reference number
DEFAULT,MISCEALLANEOUS,that wat i am saying employee are sleeing they are not resonding to my complaint
DEFAULT,COMPLAINT,applied icici prudential ipo amt debited but shares never came in demat
DEFAULT,COMPLAINT,i have applied cc but no response m u
DEFAULT,REQUEST,waiting for your reply
DEFAULT,REQUEST,hi please elaborate your concerns at for us to assist you
DEFAULT,COMPLAINT,i did write and was awaiting a call y'day no one called my issue is still not resolved as mobile is not registed yet
DEFAULT,REQUEST,hi please write to us at for us to assist you in case you h
DEFAULT,COMPLAINT,no solution yet very bad service
DEFAULT,REQUEST,i hv prepaid int card and unable to check the balance due to nullpointerexception could you pls
DEFAULT,COMPLAINT,i haven't received card yet no one sharing pod what kind of service is this
DEFAULT,COMPLAINT,i haven't received card yet no one sharing pod what kind of service is this
DEFAULT,COMPLAINT,i haven't received card yet no one sharing pod what kind of service is this
DEFAULT,COMPLAINT,i haven't received card yet no one sharing pod what kind of service is this
DEFAULT,COMPLAINT,i haven't received card yet no one sharing pod what kind of service is this
DEFAULT,COMPLAINT,i haven't received card yet no one sharing pod what kind of service is this
DEFAULT,COMPLAINT,i haven't received card yet no one sharing pod i dm u details
DEFAULT,COMPLAINT,your mobile app is not working from law few days what is the matter
DEFAULT,COMPLAINT,your mobile app is not working from law few days what is the matter
DEFAULT,REQUEST,looking for the manager email of ravipuram kochi india branch could yu please provide
DEFAULT,REQUEST,i hope this works coz have aready submitted twice here and also marked mail to noda officer seems employee are sleeping
DEFAULT,COMPLIMENT,i m nt sure abt which sales person to contact
DEFAULT,COMPLAINT,i'm still waiting for card to be deliver frm waybill
DEFAULT,COMPLAINT,i have given all docs to your sector gurgaon branch to change the address on my credit card account still no change
DEFAULT,COMPLAINT,my case is still unsolved check my all cases for my number
DEFAULT,COMPLAINT,saw a news about breach is it true
DEFAULT,REQUEST,i am unable to submit details at axis bank support pls arrange a call back for me for personal loan at thanx
DEFAULT,MISCEALLANEOUS,axisbank vulnerability sqli injection type is string ' db server: mysql &gt = axisbank
DEFAULT,COMPLAINT,how can i raise a query using app there is no option in the app to write or raise a new query
DEFAULT,COMPLAINT,i can't send the message since the form on the given link says 'please enter valid message'
DEFAULT,MISCEALLANEOUS,an atm in our area is required
DEFAULT,MISCEALLANEOUS,i can't see an appropriate section where i can share the complaint can you suggest
DEFAULT,REQUEST,firstly ur call centre numbr keeps cutting my calls and now u expect me to fill in my details
DEFAULT,MISCEALLANEOUS,already you take too much time
DEFAULT,COMPLAINT,now you guys not sending approved card whats wrong with u why i have to follow up application with no
DEFAULT,REQUEST,when i try to use my debit card otp gets sent to my old number please address this soon it's been almost months now
DEFAULT,COMPLAINT,we want to invite her for mithibai college festival
DEFAULT,COMPLAINT,the branch has updated it on my customer profile such that i get all the account updates on the new number however contd
DEFAULT,COMPLAINT,sir we want to
DEFAULT,COMPLAINT,hi i need to update my phone number connected with my card all my otps go to my previous number which is not in use
DEFAULT,COMPLAINT,it's more frustrating when you are expecting money and your banker is delaying it for no reasons feeling miserable
DEFAULT,REQUEST,thanks appreciating my patience tell me hw much days u required resolve my issue having ref no
DEFAULT,REQUEST,hi we are keen on understanding your concerns please
DEFAULT,COMPLAINT,strange i started interacting with your customer service since days
DEFAULT,REQUEST,mail : thakker com is my mail kindly help me out regarding this
DEFAULT,COMPLAINT,i applied for personal loan make sure commitment from your side is being completed frustration poorservice
DEFAULT,REQUEST,shinoyx com i started the email chain days back still unresolved
DEFAULT,COMPLAINT,then they told me the executive would call you for documentation purpose none of the representatives call me again
DEFAULT,COMPLAINT,sir it's to draw your attention towards your great service received a call from loan dept on request
DEFAULT,REQUEST,i have not got a reference num card num ends with have a long email chain to share issue faced in accessing mobile app
DEFAULT,COMPLAINT,i ve attachd the cheque copy as well in mail hoping for a quick sol n n
DEFAULT,COMPLAINT,wrong amnt ut staff admitd dt it ws mistake on dre part as well evn aftr mailing my issue is the same n
DEFAULT,COMPLAINT,i deposited paymnt fr my credit card via cheque at ur branch amnt ws clearly mntn in wrds numeric yet dey debited n
DEFAULT,COMPLAINT,axismobileapp not working properly very slow working it's taking too long time for open details
DEFAULT,COMPLAINT,highly disappointed with ur service if ur guys at call cntre dsnt bother lstn us solve our issue dn y r dy dre
DEFAULT,COMPLIMENT,hey thanks for the compliments we'll keep doing our best to delight you :
DEFAULT,COMPLAINT,hi we are happy to hear that you are satisfied with our service
DEFAULT,REQUEST,what about my waiting time for months how i could get image card now reply would be appreciated
DEFAULT,COMPLAINT,funding a township which is not approved by lda is also apart of this fraud
DEFAULT,COMPLAINT,home loan partial payment issue kharadi pune loan centre is not responding
DEFAULT,COMPLAINT,worst expiernce at kharadi pune home loan centre partial payment debit not yet done no
DEFAULT,REQUEST,i need know is it really required mnths service name debit card whereas i was eagerly waiting image card pls reply
DEFAULT,COMPLAINT,high level of negligence by axis bank branch manager mr arijit das authority must act
DEFAULT,COMPLAINT,they took months provided me only name card instead of image card i have forwarded so many photos they cheated me
DEFAULT,COMPLAINT,had asked the branch to coordinate regarding some demat account charges no has called yet can you assign anyone please
DEFAULT,COMPLAINT,your link is not working whenever i m looking to submit it is not submitting
DEFAULT,COMPLIMENT,finally it's start working after long time thanks
DEFAULT,COMPLAINT,still awaiting a response
DEFAULT,REQUEST,are you hacked
DEFAULT,MISCEALLANEOUS,my mobile application not working
DEFAULT,MISCEALLANEOUS,exceptional customer care initiative patience and positive attitude by ms swati iyer of dombivali mh india
DEFAULT,REQUEST,hello axis bank i m out of india not able to make transaction with my credit card please contact on rajkshk com
DEFAULT,COMPLAINT,i am unable to write any message the designated box doesn't take the complete message
DEFAULT,COMPLAINT,no one has come and resolved it
DEFAULT,REQUEST,hi please raise your query using axis pay app for us to assist you
DEFAULT,MISCEALLANEOUS,it's amazing that your link cannot take my complaint completely i could just write a few words
DEFAULT,COMPLAINT,i need support email address because phone banking is not able to provide support they say we r forwdng call and hungup
DEFAULT,MISCEALLANEOUS,hi sorry for the trouble we•À_ll look into it at the earliest
DEFAULT,COMPLIMENT,thanks appreciate your response
DEFAULT,COMPLAINT,acc hotel mgr de hv nt rcvd ny formal communication from axis that the hotel is partner in this program
